"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Kumar H.; Zhu T.; Sankarasubramanian A.","Kumar, Hemant (57316295600); Zhu, Tingju (58316276000); Sankarasubramanian, A. (6603489730)","57316295600; 58316276000; 6603489730","Understanding the Food-Energy-Water Nexus in Mixed Irrigation Regimes Using a Regional Hydroeconomic Optimization Modeling Framework","2023","Water Resources Research","59","6","e2022WR033691","","","","0","10.1029/2022WR033691","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162106635&doi=10.1029%2f2022WR033691&partnerID=40&md5=a33001f6d7a3d5768c27772d495f93c0","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85162106635"
"Tsinober A.; Shavit U.; Rosenzweig R.","Tsinober, Avihai (57220009053); Shavit, Uri (6603964909); Rosenzweig, Ravid (7003435232)","57220009053; 6603964909; 7003435232","Numerical Investigation of the Influence of Hydrodynamic Dispersion on Solutal Natural Convection","2023","Water Resources Research","59","5","e2023WR034475","","","","1","10.1029/2023WR034475","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160449128&doi=10.1029%2f2023WR034475&partnerID=40&md5=9b5c48ae23ea9c23b8f2691f71da8c4b","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85160449128"
"Tajari M.; Omid M.H.; Dehghani A.A.; Ghameshlou A.N.; Boano F.","Tajari, M. (57221290657); Omid, M.H. (6602985741); Dehghani, A.A. (6603951464); Ghameshlou, A.N. (35077017300); Boano, F. (8668216800)","57221290657; 6602985741; 6603951464; 35077017300; 8668216800","Effect of Combined Subsurface Structures and Steps on Hyporheic Exchange","2023","Water Resources Research","59","5","e2022WR033991","","","","0","10.1029/2022WR033991","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160396969&doi=10.1029%2f2022WR033991&partnerID=40&md5=189b99e4d8e2cb348b1eb9112c448112","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85160396969"
"Kourakos G.; Brunetti G.; Bigelow D.P.; Wallander S.; Dahlke H.E.","Kourakos, Georgios (16245291600); Brunetti, Giuseppe (56567664500); Bigelow, Daniel P. (57191619236); Wallander, Steven (22136775000); Dahlke, Helen E. (16645385100)","16245291600; 56567664500; 57191619236; 22136775000; 16645385100","Optimizing Managed Aquifer Recharge Locations in California's Central Valley Using an Evolutionary Multi-Objective Genetic Algorithm Coupled With a Hydrological Simulation Model","2023","Water Resources Research","59","5","e2022WR034129","","","","0","10.1029/2022WR034129","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160401265&doi=10.1029%2f2022WR034129&partnerID=40&md5=261997b4aea40ead4203d6119c73c210","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85160401265"
"Jayaraj J.; Seetha N.; Hassanizadeh S.M.","Jayaraj, J. (58316496100); Seetha, N. (35280746200); Hassanizadeh, S. Majid (7003438301)","58316496100; 35280746200; 7003438301","Modeling the Transport and Retention of Nanoparticles in a Single Partially Saturated Pore in Soil","2023","Water Resources Research","59","6","e2022WR034302","","","","0","10.1029/2022WR034302","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162160997&doi=10.1029%2f2022WR034302&partnerID=40&md5=747f1d0090dece058c657fca5d9e6c63","Article","Final","","Scopus","2-s2.0-85162160997"
"Dessirier B.; Sharma K.M.; Pedersen J.; Tsang C.-F.; Niemi A.","Dessirier, Benoit (56807138700); Sharma, Kunwar Mrityunjai (14122210900); Pedersen, Jonas (57191505212); Tsang, Chin-Fu (58142157900); Niemi, Auli (7006372510)","56807138700; 14122210900; 57191505212; 58142157900; 7006372510","Channel Network Modeling of Flow and Transport in Fractured Rock at the Äspö HRL: Data-Worth Analysis for Model Development, Calibration and Prediction","2023","Water Resources Research","59","5","e2022WR033816","","","","0","10.1029/2022WR033816","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160414560&doi=10.1029%2f2022WR033816&partnerID=40&md5=5494653df1f7eabcd4ad51287dec139b","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85160414560"
"Dye L.A.; Coulthard B.L.; Hatchett B.J.; Homfeld I.K.; Salazar T.N.; Littell J.S.; Anchukaitis K.J.","Dye, Laura A. (57406846600); Coulthard, Bethany L. (55533990100); Hatchett, Benjamin J. (55555917100); Homfeld, Inga K. (57406846500); Salazar, Taylor N. (58292382100); Littell, Jeremy S. (6701373250); Anchukaitis, Kevin J. (8621420900)","57406846600; 55533990100; 55555917100; 57406846500; 58292382100; 6701373250; 8621420900","The Severity of the 2014–2015 Snow Drought in the Oregon Cascades in a Multicentury Context","2023","Water Resources Research","59","5","e2022WR032875","","","","0","10.1029/2022WR032875","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160439164&doi=10.1029%2f2022WR032875&partnerID=40&md5=1b0a730ecb4e565750f1de5cea01478d","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85160439164"
"Guo W.; Wang F.; Wu Y.; Jiang J.; Xu W.","Guo, Weiqi (57287090300); Wang, Fengjuan (57196391015); Wu, Yang (57190045739); Jiang, Jinyang (57353151900); Xu, Wenxiang (52365506500)","57287090300; 57196391015; 57190045739; 57353151900; 52365506500","New Insights Into Freezing Behavior of Saturated and Air-Entrained Porous Media via a Micromechanics-Based Thermo-Hydro-Mechanical Model","2023","Water Resources Research","59","4","e2022WR034211","","","","0","10.1029/2022WR034211","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153857771&doi=10.1029%2f2022WR034211&partnerID=40&md5=5acf5be989510d2e48c6271b997efc64","Article","Final","","Scopus","2-s2.0-85153857771"
"Han F.; Hu Z.; Chen N.; Wang Y.; Jiang J.; Zheng Y.","Han, Feng (36664584200); Hu, Zhaoping (58201998400); Chen, Nengwang (55961165600); Wang, Yao (57402676200); Jiang, Jiping (35620352200); Zheng, Yi (56409084200)","36664584200; 58201998400; 55961165600; 57402676200; 35620352200; 56409084200","Assimilating Low-Cost High-Frequency Sensor Data in Watershed Water Quality Modeling: A Bayesian Approach","2023","Water Resources Research","59","4","e2022WR033673","","","","0","10.1029/2022WR033673","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153849672&doi=10.1029%2f2022WR033673&partnerID=40&md5=e6740a2d9a9010ee0a3919ce7599c419","Article","Final","","Scopus","2-s2.0-85153849672"
"Moure A.; Jones N.; Pawlak J.; Meyer C.; Fu X.","Moure, Adrian (57191829721); Jones, Nathan (58292954000); Pawlak, Joshua (58292236500); Meyer, Colin (55531203900); Fu, Xiaojing (55935557500)","57191829721; 58292954000; 58292236500; 55531203900; 55935557500","A Thermodynamic Nonequilibrium Model for Preferential Infiltration and Refreezing of Melt in Snow","2023","Water Resources Research","59","5","e2022WR034035","","","","0","10.1029/2022WR034035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160445569&doi=10.1029%2f2022WR034035&partnerID=40&md5=a53ebf7f9458809860023f8f4bb06bec","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85160445569"
"Pimentel R.; Arheimer B.; Crochemore L.; Andersson J.C.M.; Pechlivanidis I.G.; Gustafsson D.","Pimentel, R. (55796340500); Arheimer, B. (6701506575); Crochemore, L. (56520412500); Andersson, J.C.M. (35228445500); Pechlivanidis, I.G. (35786333200); Gustafsson, D. (56681896800)","55796340500; 6701506575; 56520412500; 35228445500; 35786333200; 56681896800","Which Potential Evapotranspiration Formula to Use in Hydrological Modeling World-Wide?","2023","Water Resources Research","59","5","e2022WR033447","","","","0","10.1029/2022WR033447","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160445724&doi=10.1029%2f2022WR033447&partnerID=40&md5=61cf2b9da0b68bf92f2ee660ce462d1f","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85160445724"
"McJannet D.L.; Desilets D.","McJannet, D.L. (14627622500); Desilets, D. (7004497771)","14627622500; 7004497771","Incoming Neutron Flux Corrections for Cosmic-Ray Soil and Snow Sensors Using the Global Neutron Monitor Network","2023","Water Resources Research","59","4","e2022WR033889","","","","0","10.1029/2022WR033889","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153863698&doi=10.1029%2f2022WR033889&partnerID=40&md5=9a147723451b4ba8b9d597de0d37111d","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85153863698"
"Grijseels N.H.; Litvak E.; Avolio M.L.; Bratt A.R.; Cavender-Bares J.; Groffman P.M.; Hall S.J.; Hobbie S.E.; Lerman S.B.; Morse J.L.; Narango D.L.; Neill C.; O'Neil-Dunne J.; Padullés Cubino J.; Trammell T.L.E.; Pataki D.E.","Grijseels, Noortje H. (57219455407); Litvak, Elizaveta (38461289900); Avolio, Meghan L. (14520933300); Bratt, Anika R. (56536576100); Cavender-Bares, Jeannine (6602902751); Groffman, Peter M. (56885159000); Hall, Sharon J. (7402710533); Hobbie, Sarah E. (7004128879); Lerman, Susannah B. (23019266200); Morse, Jennifer L. (36605009200); Narango, Desiree L. (56052847100); Neill, Christopher (57605972100); O'Neil-Dunne, Jarlath (14014399500); Padullés Cubino, Josep (56780380300); Trammell, Tara L. E. (6603056164); Pataki, Diane E. (6602499847)","57219455407; 38461289900; 14520933300; 56536576100; 6602902751; 56885159000; 7402710533; 7004128879; 23019266200; 36605009200; 56052847100; 57605972100; 14014399500; 56780380300; 6603056164; 6602499847","Evapotranspiration of Residential Lawns Across the United States","2023","Water Resources Research","59","6","e2022WR032893","","","","0","10.1029/2022WR032893","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162149262&doi=10.1029%2f2022WR032893&partnerID=40&md5=9c99d01dee726d9cf66cc4e155e43de5","Article","Final","","Scopus","2-s2.0-85162149262"
"Zhang X.; Han S.; Wang Y.; Kong X.; Guo Y.; Shen Y.; Zhang Y.; Shen Y.-J.","Zhang, Xiaolong (57224690278); Han, Songjun (25959573000); Wang, Yan (56013493100); Kong, Xiaole (58292813700); Guo, Ying (57226823373); Shen, Yanjun (57861015700); Zhang, Yinsheng (57875020400); Shen, Yan-Jun (55499659200)","57224690278; 25959573000; 56013493100; 58292813700; 57226823373; 57861015700; 57875020400; 55499659200","Trade-Offs Between Spatial and Temporal Accuracy of Complementary Relationship Models for Evaporation in an Ungauged Basin","2023","Water Resources Research","59","5","e2022WR034222","","","","0","10.1029/2022WR034222","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160435930&doi=10.1029%2f2022WR034222&partnerID=40&md5=84a9ddeeccef0910c6e5aeda9ad014ce","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85160435930"
"Mejía-Morales M.A.; Mignot E.; Paquier A.; Proust S.","Mejía-Morales, Miguel Angel (57226485381); Mignot, Emmanuel (7102159082); Paquier, André (55903004100); Proust, Sébastien (57203222787)","57226485381; 7102159082; 55903004100; 57203222787","Laboratory Investigation Into the Effect of the Storage Capacity of a City Block on Unsteady Urban Flood Flows","2023","Water Resources Research","59","4","e2022WR032984","","","","1","10.1029/2022WR032984","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149060006&doi=10.1029%2f2022WR032984&partnerID=40&md5=6eabcb6c0e813e90912a1be318eea9cc","Article","Final","","Scopus","2-s2.0-85149060006"
"O’Connell E.; O’Donnell G.; Koutsoyiannis D.","O’Connell, Enda (57194526767); O’Donnell, Greg (57260224600); Koutsoyiannis, Demetris (7003736731)","57194526767; 57260224600; 7003736731","On the Spatial Scale Dependence of Long-Term Persistence in Global Annual Precipitation Data and the Hurst Phenomenon","2023","Water Resources Research","59","4","e2022WR033133","","","","0","10.1029/2022WR033133","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153895720&doi=10.1029%2f2022WR033133&partnerID=40&md5=aa21c86bcbbb516f6296945b37499e3d","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85153895720"
"Agnihotri J.; Behrangi A.; Tavakoly A.; Geheran M.; Farmani M.A.; Niu G.-Y.","Agnihotri, Jetal (57216932540); Behrangi, Ali (26026749200); Tavakoly, Ahmad (56925485100); Geheran, Matthew (55971012400); Farmani, Mohammad A. (58202231800); Niu, Guo-Yue (26657596700)","57216932540; 26026749200; 56925485100; 55971012400; 58202231800; 26657596700","Higher Frozen Soil Permeability Represented in a Hydrological Model Improves Spring Streamflow Prediction From River Basin to Continental Scales","2023","Water Resources Research","59","4","e2022WR033075","","","","0","10.1029/2022WR033075","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153846393&doi=10.1029%2f2022WR033075&partnerID=40&md5=ccd382d2af8797f5a0f1b11002412884","Article","Final","","Scopus","2-s2.0-85153846393"
"Conde-Frias M.; Ghisalberti M.; Lowe R.J.; Abdolahpour M.; Etminan V.","Conde-Frias, M. (57196042658); Ghisalberti, M. (11939914800); Lowe, R.J. (9844801400); Abdolahpour, M. (57194036696); Etminan, V. (37661179500)","57196042658; 11939914800; 9844801400; 57194036696; 37661179500","The Near-Bed Flow Structure and Bed Shear Stresses Within Emergent Vegetation","2023","Water Resources Research","59","4","e2022WR032499","","","","0","10.1029/2022WR032499","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153896491&doi=10.1029%2f2022WR032499&partnerID=40&md5=64567eaba77ad032e198f48af38fed6a","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85153896491"
"Lancellotti B.V.; Underwood K.L.; Perdrial J.N.; Schroth A.W.; Roy E.D.; Adair C.E.","Lancellotti, Brittany V. (57190577954); Underwood, Kristen L. (9235227500); Perdrial, Julia N. (26424787500); Schroth, Andrew W. (8326055700); Roy, Eric D. (57747099000); Adair, Carol E. (57896981400)","57190577954; 9235227500; 26424787500; 8326055700; 57747099000; 57896981400","Complex Drivers of Riparian Soil Oxygen Variability Revealed Using Self-Organizing Maps","2023","Water Resources Research","59","6","e2022WR034022","","","","0","10.1029/2022WR034022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163004387&doi=10.1029%2f2022WR034022&partnerID=40&md5=8d0795564e1bbc5da269f0f374ed7d83","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85163004387"
"Chen L.; Fortier D.; McKenzie J.M.; Voss C.I.; Lamontagne-Hallé P.","Chen, Lin (57192609492); Fortier, Daniel (6603721979); McKenzie, Jeffrey M. (57776853100); Voss, Clifford I. (56808140700); Lamontagne-Hallé, Pierrick (57204418476)","57192609492; 6603721979; 57776853100; 56808140700; 57204418476","Subsurface Porewater Flow Accelerates Talik Development Under the Alaska Highway, Yukon: A Prelude to Road Collapse and Final Permafrost Thaw?","2023","Water Resources Research","59","4","e2022WR032578","","","","0","10.1029/2022WR032578","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159297777&doi=10.1029%2f2022WR032578&partnerID=40&md5=3ff303c4b720e0f4b20409fa1d651726","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85159297777"
"Durand M.; Gleason C.J.; Pavelsky T.M.; Prata de Moraes Frasson R.; Turmon M.; David C.H.; Altenau E.H.; Tebaldi N.; Larnier K.; Monnier J.; Malaterre P.O.; Oubanas H.; Allen G.H.; Astifan B.; Brinkerhoff C.; Bates P.D.; Bjerklie D.; Coss S.; Dudley R.; Fenoglio L.; Garambois P.-A.; Getirana A.; Lin P.; Margulis S.A.; Matte P.; Minear J.T.; Muhebwa A.; Pan M.; Peters D.; Riggs R.; Sikder M.S.; Simmons T.; Stuurman C.; Taneja J.; Tarpanelli A.; Schulze K.; Tourian M.J.; Wang J.","Durand, Michael (56489758400); Gleason, Colin J. (41661321400); Pavelsky, Tamlin M. (6504512777); Prata de Moraes Frasson, Renato (58201996900); Turmon, Michael (6602508903); David, Cédric H. (15130987300); Altenau, Elizabeth H. (57192835563); Tebaldi, Nikki (58202470900); Larnier, Kevin (36994418500); Monnier, Jerome (35399693200); Malaterre, Pierre Olivier (6603685459); Oubanas, Hind (57195906328); Allen, George H. (55931997700); Astifan, Brian (57193029734); Brinkerhoff, Craig (57210733102); Bates, Paul D. (56242669500); Bjerklie, David (36640333500); Coss, Stephen (57195525830); Dudley, Robert (7102777268); Fenoglio, Luciana (6602976714); Garambois, Pierre-André (53866449000); Getirana, Augusto (23099730600); Lin, Peirong (56900345700); Margulis, Steven A. (7003946703); Matte, Pascal (55199284200); Minear, J. Toby (55293035000); Muhebwa, Aggrey (57210700681); Pan, Ming (57721713800); Peters, Daniel (7403067285); Riggs, Ryan (57353107000); Sikder, Md Safat (57195445285); Simmons, Travis (58148981700); Stuurman, Cassie (57202577484); Taneja, Jay (58202115600); Tarpanelli, Angelica (36337416300); Schulze, Kerstin (57216949938); Tourian, Mohammad J. (48862044000); Wang, Jida (54682443200)","56489758400; 41661321400; 6504512777; 58201996900; 6602508903; 15130987300; 57192835563; 58202470900; 36994418500; 35399693200; 6603685459; 57195906328; 55931997700; 57193029734; 57210733102; 56242669500; 36640333500; 57195525830; 7102777268; 6602976714; 53866449000; 23099730600; 56900345700; 7003946703; 55199284200; 55293035000; 57210700681; 57721713800; 7403067285; 57353107000; 57195445285; 58148981700; 57202577484; 58202115600; 36337416300; 57216949938; 48862044000; 54682443200","A Framework for Estimating Global River Discharge From the Surface Water and Ocean Topography Satellite Mission","2023","Water Resources Research","59","4","e2021WR031614","","","","0","10.1029/2021WR031614","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153865892&doi=10.1029%2f2021WR031614&partnerID=40&md5=65cfc76e2ccc22e95b08ce058f282b48","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85153865892"
"Esmaeilpour M.; Ghanbarian B.; Sousa R.; King P.R.","Esmaeilpour, Misagh (57222085806); Ghanbarian, Behzad (55778231400); Sousa, Rita (54794519500); King, Peter R. (58291954100)","57222085806; 55778231400; 54794519500; 58291954100","Estimating Permeability and Its Scale Dependence at Pore Scale Using Renormalization Group Theory","2023","Water Resources Research","59","5","e2022WR033462","","","","0","10.1029/2022WR033462","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160403381&doi=10.1029%2f2022WR033462&partnerID=40&md5=aa544371d7b8ce480c2d24c0ab1057e6","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85160403381"
