"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Publisher","Document Type","Publication Stage","Open Access","Source","EID"
"Ameli A.A.; Creed I.F.","Ameli, Ali A. (57213335846); Creed, Irena F. (6602187075)","57213335846; 6602187075","Does Wetland Location Matter When Managing Wetlands for Watershed-Scale Flood and Drought Resilience?","2019","Journal of the American Water Resources Association","55","3","","529","542","13","36","10.1111/1752-1688.12737","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062987500&doi=10.1111%2f1752-1688.12737&partnerID=40&md5=97d7d048f694a8c46c1a104164ae41f1","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85062987500"
"Brady M.P.; Padowski J.; Yoder J.K.; Jessup E.; Christensen D.; Yang Q.; Anderson B.","Brady, Michael P. (57219955514); Padowski, Julie (16231462700); Yoder, Jonathan K. (57203103426); Jessup, Eric (9943695600); Christensen, David (57205494235); Yang, Qingqing (57193381705); Anderson, Barbara (57211459867)","57219955514; 16231462700; 57203103426; 9943695600; 57205494235; 57193381705; 57211459867","Mitigating Groundwater Impacts of Residential Wells through Small-Scale Distributed Storage in the Skagit River Basin","2019","Journal of the American Water Resources Association","55","6","","1464","1478","14","1","10.1111/1752-1688.12795","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074032315&doi=10.1111%2f1752-1688.12795&partnerID=40&md5=9cee846ce4195748295fc442cbe30f04","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85074032315"
"Jones A.S.; Andales A.A.; Chávez J.L.; McGovern C.; Smith G.E.B.; David O.; Fletcher S.J.","Jones, Andrew S. (57208397579); Andales, Allan A. (6508183682); Chávez, José L. (41861178700); McGovern, Cullen (57195462179); Smith, Garvey E.B. (57205485341); David, Olaf (14321349000); Fletcher, Steven J. (15841703200)","57208397579; 6508183682; 41861178700; 57195462179; 57205485341; 14321349000; 15841703200","Use of Predictive Weather Uncertainties in an Irrigation Scheduling Tool Part II: An Application of Metrics and Adjoints","2020","Journal of the American Water Resources Association","56","2","","201","211","10","3","10.1111/1752-1688.12806","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075005506&doi=10.1111%2f1752-1688.12806&partnerID=40&md5=eba4920b6ba27392349f16331c7b6eaf","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85075005506"
"Liu W.-X.; Sun C.-Z.; Zhao M.-J.; Wu Y.-J.","Liu, Wen-xin (57188679460); Sun, Cai-zhi (35115688300); Zhao, Min-juan (54410096900); Wu, Yong-jie (57200854209)","57188679460; 35115688300; 54410096900; 57200854209","Application of a DPSIR Modeling Framework to Assess Spatial–Temporal Differences of Water Poverty in China","2019","Journal of the American Water Resources Association","55","1","","259","273","14","16","10.1111/1752-1688.12724","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060222438&doi=10.1111%2f1752-1688.12724&partnerID=40&md5=6812b92bdbd53929542b9bdd094ae524","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85060222438"
"Ameli A.A.; Creed I.F.","Ameli, Ali A. (57213335846); Creed, Irena F. (6602187075)","57213335846; 6602187075","Groundwaters at Risk: Wetland Loss Changes Sources, Lengthens Pathways, and Decelerates Rejuvenation of Groundwater Resources","2019","Journal of the American Water Resources Association","55","2","","294","306","12","18","10.1111/1752-1688.12690","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054193752&doi=10.1111%2f1752-1688.12690&partnerID=40&md5=82dd30a81e4d65554f5c0a46e79f5bb5","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85054193752"
"Rosgen D.L.; Keane T.D.; Geenen D.","Rosgen, David L. (6507951553); Keane, Tim D. (15727881100); Geenen, Darcie (57204922383)","6507951553; 15727881100; 57204922383","Discussion: “Evaluating the BANCS Streambank Erosion Framework on the Northern Gulf of Mexico Coastal Plain” by Mitchell McMillan, Johan Liebens, and Chris Metcalf","2019","Journal of the American Water Resources Association","55","1","","274","280","6","2","10.1111/1752-1688.12699","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057863188&doi=10.1111%2f1752-1688.12699&partnerID=40&md5=1375d22cc2433bd8fb83f26505a4a0aa","Blackwell Publishing Inc.","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85057863188"
"Hoard C.J.; Haefner R.J.; Shuster W.D.; Pieschek R.L.; Beeler S.","Hoard, Christopher J. (57211886955); Haefner, Ralph J. (6701547889); Shuster, William D. (6603585739); Pieschek, Rachel L. (57190017558); Beeler, Stephanie (57211884107)","57211886955; 6701547889; 6603585739; 57190017558; 57211884107","Full Water-Cycle Monitoring in an Urban Catchment Reveals Unexpected Water Transfers (Detroit MI, USA)","2020","Journal of the American Water Resources Association","56","1","","82","99","17","3","10.1111/1752-1688.12814","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075244924&doi=10.1111%2f1752-1688.12814&partnerID=40&md5=8fb27682e1a99cdcc8c3f4f61d04e0ed","Blackwell Publishing Inc.","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85075244924"
"Robertson D.M.; Saad D.A.; Benoy G.A.; Vouk I.; Schwarz G.E.; Laitta M.T.","Robertson, Dale M. (57189925707); Saad, David A. (7006268917); Benoy, Glenn A. (57203259807); Vouk, Ivana (55207290800); Schwarz, Gregory E. (7201633925); Laitta, Michael T. (56041899700)","57189925707; 7006268917; 57203259807; 55207290800; 7201633925; 56041899700","Phosphorus and Nitrogen Transport in the Binational Great Lakes Basin Estimated Using SPARROW Watershed Models","2019","Journal of the American Water Resources Association","55","6","","1401","1424","23","23","10.1111/1752-1688.12792","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071759295&doi=10.1111%2f1752-1688.12792&partnerID=40&md5=e2758dc597b69e04de51fc987c8d62e5","Blackwell Publishing Inc.","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85071759295"
"Martin D.M.; Piscopo A.N.; Chintala M.M.; Gleason T.R.; Berry W.","Martin, David M. (57213252266); Piscopo, Amy N. (43261873600); Chintala, Marnita M. (6701560647); Gleason, Timothy R. (7007069665); Berry, Walter (7101802490)","57213252266; 43261873600; 6701560647; 7007069665; 7101802490","Structured Decision Making to Meet a National Water Quality Mandate","2019","Journal of the American Water Resources Association","55","5","","1116","1129","13","4","10.1111/1752-1688.12754","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070681436&doi=10.1111%2f1752-1688.12754&partnerID=40&md5=b0b123112a4457fdd2d1cdcc8b34fe45","Blackwell Publishing Inc.","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85070681436"
"Spence C.; Ali G.; Oswald C.J.; Wellen C.","Spence, C. (7102014337); Ali, G. (26027750900); Oswald, C.J. (8529857700); Wellen, C. (43661653500)","7102014337; 26027750900; 8529857700; 43661653500","An Application of the T-TEL Assessment Method to Evaluate Connectivity in a Lake-Dominated Watershed after Drought","2019","Journal of the American Water Resources Association","55","2","","318","333","15","5","10.1111/1752-1688.12702","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054305273&doi=10.1111%2f1752-1688.12702&partnerID=40&md5=68582a13ca69e9fc28358a07655ffdee","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85054305273"
"Haacker E.M.K.; Sharda V.; Cano A.M.; Hrozencik R.A.; Núñez A.; Zambreski Z.; Nozari S.; Smith G.E.B.; Moore L.; Sharma S.; Gowda P.; Ray C.; Schipanski M.; Waskom R.","Haacker, Erin M.K. (56660591800); Sharda, Vaishali (55818287000); Cano, Amanda M. (57208450282); Hrozencik, R. Aaron (57200326406); Núñez, Agustín (57202070880); Zambreski, Zachary (57197857865); Nozari, Soheil (57205491843); Smith, Garvey Engulu B. (57205485341); Moore, Lacey (57205492672); Sharma, Sumit (56528654900); Gowda, Prasanna (15727794100); Ray, Chittaranjan (35610547200); Schipanski, Meagan (34972127100); Waskom, Reagan (6507433355)","56660591800; 55818287000; 57208450282; 57200326406; 57202070880; 57197857865; 57205491843; 57205485341; 57205492672; 56528654900; 15727794100; 35610547200; 34972127100; 6507433355","Transition Pathways to Sustainable Agricultural Water Management: A Review of Integrated Modeling Approaches","2019","Journal of the American Water Resources Association","55","1","","6","23","17","11","10.1111/1752-1688.12722","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060189408&doi=10.1111%2f1752-1688.12722&partnerID=40&md5=f862b904a80bb2b785ecfc69a2085fb1","Blackwell Publishing Inc.","Review","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85060189408"
"Mika M.L.; Dymond R.L.; Aguilar M.F.; Hodges C.C.","Mika, Melissa L. (57210196515); Dymond, Randel L. (8288804500); Aguilar, Marcus F. (56427547500); Hodges, Clayton C. (7102563041)","57210196515; 8288804500; 56427547500; 7102563041","Evolution and Application of Urban Watershed Management Planning","2019","Journal of the American Water Resources Association","55","5","","1216","1234","18","1","10.1111/1752-1688.12765","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069843872&doi=10.1111%2f1752-1688.12765&partnerID=40&md5=767444b8fad4d0ca209b8a768139a32a","Blackwell Publishing Inc.","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85069843872"
"Mushet D.M.; Alexander L.C.; Bennett M.; Schofield K.; Christensen J.R.; Ali G.; Pollard A.; Fritz K.; Lang M.W.","Mushet, David M. (6505761128); Alexander, Laurie C. (8045261900); Bennett, Micah (8615454100); Schofield, Kate (7005599828); Christensen, Jay R. (35731047400); Ali, Genevieve (26027750900); Pollard, Amina (8564645000); Fritz, Ken (7102624281); Lang, Megan W. (23469523100)","6505761128; 8045261900; 8615454100; 7005599828; 35731047400; 26027750900; 8564645000; 7102624281; 23469523100","Differing Modes of Biotic Connectivity within Freshwater Ecosystem Mosaics","2019","Journal of the American Water Resources Association","55","2","","307","317","10","19","10.1111/1752-1688.12683","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052364734&doi=10.1111%2f1752-1688.12683&partnerID=40&md5=b5e1e3a0da97ceba58e1f8586286b851","Blackwell Publishing Inc.","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85052364734"
"Zhang Y.; Lin X.; Gowda P.; Brown D.; Zambreski Z.; Kutikoff S.","Zhang, Yongjun (57210378407); Lin, Xiaomao (7404513583); Gowda, Prasanna (15727794100); Brown, David (55738801400); Zambreski, Zachary (57197857865); Kutikoff, Seth (57204650971)","57210378407; 7404513583; 15727794100; 55738801400; 57197857865; 57204650971","Recent Ogallala Aquifer Region Drought Conditions as Observed by Terrestrial Water Storage Anomalies from GRACE","2019","Journal of the American Water Resources Association","55","6","","1370","1381","11","3","10.1111/1752-1688.12798","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071765450&doi=10.1111%2f1752-1688.12798&partnerID=40&md5=1efc2b25ba7d7ebca267700674305325","Blackwell Publishing Inc.","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85071765450"
"Scheel K.; Morrison R.R.; Annis A.; Nardi F.","Scheel, Kara (57205404385); Morrison, Ryan R. (23091521100); Annis, Antonio (55941166600); Nardi, Fernando (15045270000)","57205404385; 23091521100; 55941166600; 15045270000","Understanding the Large-Scale Influence of Levees on Floodplain Connectivity Using a Hydrogeomorphic Approach","2019","Journal of the American Water Resources Association","55","2","","413","429","16","16","10.1111/1752-1688.12717","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059878472&doi=10.1111%2f1752-1688.12717&partnerID=40&md5=e5f62422ddf4f51eeabd423fd9d98253","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85059878472"
"Sanzana P.; Gironás J.; Braud I.; Muñoz J.-F.; Vicuña S.; Reyes-Paecke S.; de la Barrera F.; Branger F.; Rodríguez F.; Vargas X.; Hitschfeld N.; Hormazábal S.","Sanzana, Pedro (55674134300); Gironás, Jorge (24449917300); Braud, Isabelle (55910060100); Muñoz, José-Francisco (55194174300); Vicuña, Sebastián (57203488570); Reyes-Paecke, Sonia (36769249300); de la Barrera, Francisco (52463291900); Branger, Flora (26022241100); Rodríguez, Fabrice (7402202982); Vargas, Ximena (6506337825); Hitschfeld, Nancy (8871330400); Hormazábal, Santiago (57208177818)","55674134300; 24449917300; 55910060100; 55194174300; 57203488570; 36769249300; 52463291900; 26022241100; 7402202982; 6506337825; 8871330400; 57208177818","Impact of Urban Growth and High Residential Irrigation on Streamflow and Groundwater Levels in a Peri-Urban Semiarid Catchment","2019","Journal of the American Water Resources Association","55","3","","720","739","19","12","10.1111/1752-1688.12743","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064056950&doi=10.1111%2f1752-1688.12743&partnerID=40&md5=d64dfa2e8318a1b2ba25db7d80bd307d","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85064056950"
"Shafeeque M.; Luo Y.; Wang X.; Sun L.","Shafeeque, Muhammad (57188748984); Luo, Yi (55712621800); Wang, Xiaolei (56919549900); Sun, Lin (55493091000)","57188748984; 55712621800; 56919549900; 55493091000","Altitudinal Distribution of Meltwater and Its Effects on Glacio-Hydrology in Glacierized Catchments, Central Asia","2020","Journal of the American Water Resources Association","56","1","","30","52","22","10","10.1111/1752-1688.12805","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075442942&doi=10.1111%2f1752-1688.12805&partnerID=40&md5=92114c7d815e955346f6ab1cf6806926","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85075442942"
"Zhao J.; Lu H.; Li Y.","Zhao, Junfang (35172270500); Lu, Houquan (8727966900); Li, Yijun (35737538800)","35172270500; 8727966900; 35737538800","Agricultural Adaptation to Drought for Different Cropping Systems in Southern China under Climate Change","2019","Journal of the American Water Resources Association","55","5","","1235","1247","12","5","10.1111/1752-1688.12766","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067475877&doi=10.1111%2f1752-1688.12766&partnerID=40&md5=3ed18f99c3253dde5b42b9d85a70f33f","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85067475877"
"Gowda P.; Bailey R.; Kisekka I.; Lin X.; Uddameri V.","Gowda, Prasanna (15727794100); Bailey, Ryan (26032500800); Kisekka, Isaya (35424050500); Lin, Xiaomao (7404513583); Uddameri, Venkatesh (6603158707)","15727794100; 26032500800; 35424050500; 7404513583; 6603158707","Featured Series Introduction: Optimizing Ogallala Aquifer Water Use to Sustain Food Systems","2019","Journal of the American Water Resources Association","55","1","","3","5","2","7","10.1111/1752-1688.12719","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060949737&doi=10.1111%2f1752-1688.12719&partnerID=40&md5=cf17e7d35c2dcef5b216dbf904401eff","Blackwell Publishing Inc.","Editorial","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85060949737"
"Kim J.; Ryu J.H.","Kim, JungJin (56640166700); Ryu, Jae Hyeon (16027436500)","56640166700; 16027436500","Modeling Hydrological and Environmental Consequences of Climate Change and Urbanization in the Boise River Watershed, Idaho","2019","Journal of the American Water Resources Association","55","1","","133","153","20","9","10.1111/1752-1688.12712","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058849319&doi=10.1111%2f1752-1688.12712&partnerID=40&md5=3ee47beca3b9cbdebf83d89c42dde766","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85058849319"
"Bayabil H.K.; Fares A.; Sharif H.O.; Ghebreyesus D.T.; Moreno H.A.","Bayabil, Haimanote K. (35387589100); Fares, Ali (6701399192); Sharif, Hatim O. (7006687017); Ghebreyesus, Dawit T. (57191823207); Moreno, Hernan A. (36891226500)","35387589100; 6701399192; 7006687017; 57191823207; 36891226500","Effects of Spatial and Temporal Data Aggregation on the Performance of the Multi-Radar Multi-Sensor System","2019","Journal of the American Water Resources Association","55","6","","1492","1504","12","3","10.1111/1752-1688.12799","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073940985&doi=10.1111%2f1752-1688.12799&partnerID=40&md5=42df03b5b5a254daf04405a331f61028","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85073940985"
"Marion D.A.; Phillips J.D.; Yocum C.; Jahnz J.","Marion, Daniel A. (7102034816); Phillips, Jonathan D. (35598725900); Yocum, Chad (56406214700); Jahnz, James (57210746955)","7102034816; 35598725900; 56406214700; 57210746955","Sediment Availability and Erosion Rates on Off-Highway Vehicle Trails in the Ouachita Mountains, USA","2019","Journal of the American Water Resources Association","55","6","","1425","1442","17","5","10.1111/1752-1688.12793","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071382928&doi=10.1111%2f1752-1688.12793&partnerID=40&md5=d5f2312e0b1b0b32fc65aa8303429fd5","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85071382928"
"Endreny T.A.; Kwon P.; Williamson T.N.; Evans R.","Endreny, Theodore A. (6602920994); Kwon, Peter (57210321269); Williamson, Tanja N. (8051239700); Evans, Richard (55713650000)","6602920994; 57210321269; 8051239700; 55713650000","Reduced Soil Macropores and Forest Cover Reduce Warm-Season Baseflow below Ecological Thresholds in the Upper Delaware River Basin","2019","Journal of the American Water Resources Association","55","5","","1268","1287","19","4","10.1111/1752-1688.12777","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070266135&doi=10.1111%2f1752-1688.12777&partnerID=40&md5=0738f6b02802e805feb4ea667f495dcd","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85070266135"
"Marcarelli A.M.; Coble A.A.; Meingast K.M.; Kane E.S.; Brooks C.N.; Buffam I.; Green S.A.; Huckins C.J.; Toczydlowski D.; Stottlemyer R.","Marcarelli, Amy M. (14829336300); Coble, Ashley A. (55846346700); Meingast, Karl M. (56313856000); Kane, Evan S. (10739200000); Brooks, Colin N. (57210292668); Buffam, Ishi (6508352149); Green, Sarah A. (7403568332); Huckins, Casey J (7003607370); Toczydlowski, David (6507610352); Stottlemyer, Robert (56174128200)","14829336300; 55846346700; 56313856000; 10739200000; 57210292668; 6508352149; 7403568332; 7003607370; 6507610352; 56174128200","Of Small Streams and Great Lakes: Integrating Tributaries to Understand the Ecology and Biogeochemistry of Lake Superior","2019","Journal of the American Water Resources Association","55","2","","442","458","16","16","10.1111/1752-1688.12695","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055679115&doi=10.1111%2f1752-1688.12695&partnerID=40&md5=bfce50f3a5e7b475d6dd47dde1b54600","Blackwell Publishing Inc.","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85055679115"
"Nover D.M.; Dogan M.S.; Ragatz R.; Booth L.; Medellín-Azuara J.; Lund J.R.; Viers J.H.","Nover, D.M. (37026818900); Dogan, M.S. (57225471333); Ragatz, R. (45261484800); Booth, L. (57208425980); Medellín-Azuara, J. (19934190600); Lund, J.R. (55950426300); Viers, J.H. (6603554412)","37026818900; 57225471333; 45261484800; 57208425980; 19934190600; 55950426300; 6603554412","Does More Storage Give California More Water?","2019","Journal of the American Water Resources Association","55","3","","759","771","12","8","10.1111/1752-1688.12745","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064763765&doi=10.1111%2f1752-1688.12745&partnerID=40&md5=9e800bdec1feb145cb8073d8ec1b3b56","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85064763765"
"Schmidt T.S.; Konrad C.P.; Miller J.L.; Whitlock S.D.; Stricker C.A.","Schmidt, Travis S. (15763472800); Konrad, Christopher P. (7006550586); Miller, Janet L. (57204125650); Whitlock, Stephen D. (57210890996); Stricker, Craig A. (23973389700)","15763472800; 7006550586; 57204125650; 57210890996; 23973389700","Benthic Algal (Periphyton) Growth Rates in Response to Nitrogen and Phosphorus: Parameter Estimation for Water Quality Models","2019","Journal of the American Water Resources Association","55","6","","1479","1491","12","10","10.1111/1752-1688.12797","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071767054&doi=10.1111%2f1752-1688.12797&partnerID=40&md5=578349e23a174d4dd8cae75f4371b79f","Blackwell Publishing Inc.","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85071767054"
"Liebens J.; McMillan M.","Liebens, Johan (6602701833); McMillan, Mitchell (57193773546)","6602701833; 57193773546","Reply to Discussion: by David L. Rosgen, Tim D. Keane, and Darcie Geenen “Evaluating the BANCS Streambank Erosion Framework on the Northern Gulf of Mexico Coastal Plain”","2019","Journal of the American Water Resources Association","55","1","","281","283","2","0","10.1111/1752-1688.12700","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057806170&doi=10.1111%2f1752-1688.12700&partnerID=40&md5=f43228c178b26784a70bffbcbcd8d03a","Blackwell Publishing Inc.","Letter","Final","","Scopus","2-s2.0-85057806170"
"Smith L.L.; Jones C.N.; Nelson N.G.","Smith, Lora L. (7410394577); Jones, C. Nathan (56159600900); Nelson, Natalie G. (57194499824)","7410394577; 56159600900; 57194499824","Featured Collection Introduction: The Emerging Science of Aquatic System Connectivity II","2019","Journal of the American Water Resources Association","55","3","","526","528","2","0","10.1111/1752-1688.12760","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066619383&doi=10.1111%2f1752-1688.12760&partnerID=40&md5=f958023383dd7dda951d382f4ac2858f","Blackwell Publishing Inc.","Editorial","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85066619383"
"Doyle M.W.; Patterson L.A.","Doyle, Martin W. (7401483945); Patterson, Lauren A. (22951867700)","7401483945; 22951867700","Federal Decentralization and Adaptive Management of Water Resources: Reservoir Reallocation by the U.S. Army Corps of Engineers","2019","Journal of the American Water Resources Association","55","5","","1248","1267","19","4","10.1111/1752-1688.12767","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069925833&doi=10.1111%2f1752-1688.12767&partnerID=40&md5=e65f9f7d0a5ba1ac03507b77a25adc41","Blackwell Publishing Inc.","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85069925833"
"Torregrosa A.; Flint L.E.; Flint A.L.","Torregrosa, Alicia (8279747600); Flint, Lorraine E. (7103361010); Flint, Alan L. (7201816357)","8279747600; 7103361010; 7201816357","Hydrologic Resilience from Summertime Fog and Recharge: A Case Study for Coho Salmon Recovery Planning","2020","Journal of the American Water Resources Association","56","1","","134","160","26","2","10.1111/1752-1688.12811","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075229199&doi=10.1111%2f1752-1688.12811&partnerID=40&md5=a29a138af4b5b09893b157644429e425","Blackwell Publishing Inc.","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85075229199"
"Sharda V.; Gowda P.H.; Marek G.; Kisekka I.; Ray C.; Adhikari P.","Sharda, Vaishali (55818287000); Gowda, Prasanna H. (15727794100); Marek, Gary (14520377400); Kisekka, Isaya (35424050500); Ray, Chittaranjan (35610547200); Adhikari, Pradip (57531854600)","55818287000; 15727794100; 14520377400; 35424050500; 35610547200; 57531854600","Simulating the Impacts of Irrigation Levels on Soybean Production in Texas High Plains to Manage Diminishing Groundwater Levels","2019","Journal of the American Water Resources Association","55","1","","56","69","13","19","10.1111/1752-1688.12720","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059869369&doi=10.1111%2f1752-1688.12720&partnerID=40&md5=6d63ae0e93489f74d8a83f7e3222eb86","Blackwell Publishing Inc.","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85059869369"
"Opalinski N.F.; Bhaskar A.S.; Manning D.T.","Opalinski, Nicole F. (57192917191); Bhaskar, Aditi S. (55256695500); Manning, Dale T. (56104034000)","57192917191; 55256695500; 56104034000","Spatial and Seasonal Response of Municipal Water Use to Weather across the Contiguous U.S.","2020","Journal of the American Water Resources Association","56","1","","68","81","13","14","10.1111/1752-1688.12801","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073945062&doi=10.1111%2f1752-1688.12801&partnerID=40&md5=90b9e848788fde8f275f0fe9aba64fcb","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85073945062"
"Flint C.G.; Wynn E.; Paveglio T.; Boyd A.; Bullock C.","Flint, Courtney G. (8577760000); Wynn, Elizabeth (57211335733); Paveglio, Travis (24338896400); Boyd, Amanda (36913677500); Bullock, Cathy (16243888700)","8577760000; 57211335733; 24338896400; 36913677500; 16243888700","Variations in Newspaper Coverage on Water in the U.S. Intermountain West","2019","Journal of the American Water Resources Association","55","5","","1306","1322","16","3","10.1111/1752-1688.12780","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073571038&doi=10.1111%2f1752-1688.12780&partnerID=40&md5=2084b4b0fe511b861876c38455612ff8","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85073571038"
"Rudnick D.R.; Irmak S.; West C.; Chávez J.L.; Kisekka I.; Marek T.H.; Schneekloth J.P.; Mitchell McCallister D.; Sharma V.; Djaman K.; Aguilar J.; Schipanski M.E.; Rogers D.H.; Schlegel A.","Rudnick, D.R. (55555014000); Irmak, S. (6603640779); West, C. (7402187763); Chávez, J.L. (41861178700); Kisekka, I. (35424050500); Marek, T.H. (14520445400); Schneekloth, J.P. (6603491958); Mitchell McCallister, D. (57014046000); Sharma, V. (57203164649); Djaman, K. (55387758400); Aguilar, J. (36656964200); Schipanski, M.E. (34972127100); Rogers, D.H. (35557501200); Schlegel, A. (7006453350)","55555014000; 6603640779; 7402187763; 41861178700; 35424050500; 14520445400; 6603491958; 57014046000; 57203164649; 55387758400; 36656964200; 34972127100; 35557501200; 7006453350","Deficit Irrigation Management of Maize in the High Plains Aquifer Region: A Review","2019","Journal of the American Water Resources Association","55","1","","38","55","17","28","10.1111/1752-1688.12723","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059839285&doi=10.1111%2f1752-1688.12723&partnerID=40&md5=8cbea6477a8b654873d81a5c8b5bad5e","Blackwell Publishing Inc.","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85059839285"
"Johnson B.; Smith E.; Ackerman J.W.; Dye S.; Polinsky R.; Somerville E.; Decker C.; Little D.; Pond G.J.; D'Amico E.","Johnson, Brent (7404747699); Smith, Elizabeth (57218996215); Ackerman, Jerry W. (57205393389); Dye, Susan (57205389876); Polinsky, Robyn (57205390508); Somerville, Eric (57194524210); Decker, Chris (57205389119); Little, Derek (57205394561); Pond, Gregory J. (24779845300); D'Amico, Ellen (54583300700)","7404747699; 57218996215; 57205393389; 57205389876; 57205390508; 57194524210; 57205389119; 57205394561; 24779845300; 54583300700","Spatial Convergence in Major Dissolved Ion Concentrations and Implications of Headwater Mining for Downstream Water Quality","2019","Journal of the American Water Resources Association","55","1","","247","258","11","5","10.1111/1752-1688.12725","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059855371&doi=10.1111%2f1752-1688.12725&partnerID=40&md5=4491b1e792d4e269ac89fb3f4e3a980f","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85059855371"
"Ator S.W.; García A.M.; Schwarz G.E.; Blomquist J.D.; Sekellick A.J.","Ator, Scott W. (6507839143); García, Ana Maria (55452179500); Schwarz, Gregory E. (7201633925); Blomquist, Joel D. (6701829595); Sekellick, Andrew J. (57196465400)","6507839143; 55452179500; 7201633925; 6701829595; 57196465400","Toward Explaining Nitrogen and Phosphorus Trends in Chesapeake Bay Tributaries, 1992–2012","2019","Journal of the American Water Resources Association","55","5","","1149","1168","19","44","10.1111/1752-1688.12756","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066883157&doi=10.1111%2f1752-1688.12756&partnerID=40&md5=d8b71212bb402363c63d02e6fcadfbc1","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85066883157"
