"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Publisher","Document Type","Publication Stage","Open Access","Source","EID"
"Fan Y.; Zhang S.; Du X.; Wang G.; Yu S.; Dou S.; Chen S.; Ji H.; Li P.; Liu F.","Fan, Yaoshen (57198769810); Zhang, Shaohua (58124462400); Du, Xiaokang (57212585144); Wang, Guangzhou (58124758000); Yu, Shoubing (55271650800); Dou, Shentang (36801533700); Chen, Shenliang (14031149700); Ji, Hongyu (57198777301); Li, Ping (55494988700); Liu, Fucheng (55639885200)","57198769810; 58124462400; 57212585144; 58124758000; 55271650800; 36801533700; 14031149700; 57198777301; 55494988700; 55639885200","The effects of flow pulses on river plumes in the Yellow River Estuary, in spring","2023","Journal of Hydroinformatics","25","1","","36","50","14","0","10.2166/hydro.2022.049","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149226878&doi=10.2166%2fhydro.2022.049&partnerID=40&md5=6796519e6422926b5981cea4e250d2b3","IWA Publishing","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85149226878"
"Li J.; Hu Y.; Wang X.; Diao M.","Li, Junman (58135132900); Hu, Yaan (7407118453); Wang, Xin (56414599200); Diao, Mingjun (36107434800)","58135132900; 7407118453; 56414599200; 36107434800","Operation safety evaluation system of ship lock based on extension evaluation and combination weighting method","2023","Journal of Hydroinformatics","25","3","","755","781","26","0","10.2166/hydro.2023.130","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163938345&doi=10.2166%2fhydro.2023.130&partnerID=40&md5=e72d7603b02a5e78c5c08cc3c6db224e","IWA Publishing","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85163938345"
"Kirlas M.C.; Nagkoulis N.","Kirlas, Marios C. (57218563300); Nagkoulis, Nikolaos (57218936006)","57218563300; 57218936006","Effects of pumping flow rates on the estimation of hydrogeological parameters","2023","Journal of Hydroinformatics","25","3","","611","627","16","0","10.2166/hydro.2023.059","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163355108&doi=10.2166%2fhydro.2023.059&partnerID=40&md5=3c26e779f8d95fba414a5a60e910b1ae","IWA Publishing","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85163355108"
"Yan Y.; Zhang W.; Liu Y.; Li Z.","Yan, Ying (57999101500); Zhang, Wenting (15066314300); Liu, Yongzhi (55742154600); Li, Zhixuan (58000199700)","57999101500; 15066314300; 55742154600; 58000199700","Simulated annealing algorithm optimized GRU neural network for urban rainfall-inundation prediction","2023","Journal of Hydroinformatics","25","4","","1358","1379","21","0","10.2166/hydro.2023.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167987623&doi=10.2166%2fhydro.2023.006&partnerID=40&md5=64e290310a786dacebd0eb703982c069","IWA Publishing","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85167987623"
"Suroso S.; Santoso P.B.; Birkinshaw S.; Kilsby C.; Bardossy A.; Aldrian E.","Suroso, Suroso (57203790770); Santoso, Purwanto Bekti (46461652600); Birkinshaw, Stephen (6508135772); Kilsby, Chris (6701492129); Bardossy, Andras (7006478371); Aldrian, Edvin (23988800700)","57203790770; 46461652600; 6508135772; 6701492129; 7006478371; 23988800700","Assessment of TRMM rainfall data for flood modelling in three contrasting catchments in Java, Indonesia","2023","Journal of Hydroinformatics","25","3","","797","814","17","0","10.2166/hydro.2023.132","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164005572&doi=10.2166%2fhydro.2023.132&partnerID=40&md5=1a275a26254cc85131534f29f3ad447d","IWA Publishing","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85164005572"
"Lian H.; Sun Z.; Xu C.; Gu F.; Liu Z.; He J.","Lian, Haidong (57207960187); Sun, Zhaojun (55365289800); Xu, Cundong (38863333600); Gu, Fengyou (57258889900); Liu, Zijin (57258796700); He, Jun (57201057639)","57207960187; 55365289800; 38863333600; 57258889900; 57258796700; 57201057639","Groundwater level dynamic simulation and soil salinization prediction of the closed hydrogeological unit in the arid irrigation area","2023","Journal of Hydroinformatics","25","3","","815","834","19","0","10.2166/hydro.2023.142","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164037324&doi=10.2166%2fhydro.2023.142&partnerID=40&md5=99b6c4fc3d1d64b7abc64a7962b84b04","IWA Publishing","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85164037324"
"Azizi H.R.; Azizi H.","Azizi, Hamid Reza (57216753382); Azizi, Hamed (58237361900)","57216753382; 58237361900","Development of an integrated multi-objective approach to formulate optimal harvesting policies with the aim of sustainable management of groundwater resources: study area: Varamin Plain","2023","Journal of Hydroinformatics","25","2","","469","490","21","0","10.2166/hydro.2023.167","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85158083672&doi=10.2166%2fhydro.2023.167&partnerID=40&md5=91d06e75fa3e5dd1376e0c4451f6737f","IWA Publishing","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85158083672"
"Gong S.; Ball J.; Surawski N.","Gong, Siming (57581121400); Ball, James (7401813592); Surawski, Nicholas (35338113400)","57581121400; 7401813592; 35338113400","A method of estimating imperviousness for the catchment modelling of urban environments","2023","Journal of Hydroinformatics","25","2","","451","468","17","0","10.2166/hydro.2023.162","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85158121755&doi=10.2166%2fhydro.2023.162&partnerID=40&md5=c06fca985c61078e812d33126c809e94","IWA Publishing","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85158121755"
"Mousavi R.; Nasseri M.; Abbasi S.","Mousavi, Rahimeh (57927193000); Nasseri, Mohsen (35617579700); Abbasi, Saeed (52663213500)","57927193000; 35617579700; 52663213500","Statistical blending of global-gridded climatological products: an approach to inverse hydrological model","2023","Journal of Hydroinformatics","25","4","","1153","1170","17","0","10.2166/hydro.2023.141","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167975263&doi=10.2166%2fhydro.2023.141&partnerID=40&md5=3729814c12ad130964b374dc9d7307af","IWA Publishing","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85167975263"
"Shen Y.; Jiang C.","Shen, Yanxia (58257538600); Jiang, Chunbo (8626911300)","58257538600; 8626911300","Quantitative assessment of computational efficiency of numerical models for surface flow simulation","2023","Journal of Hydroinformatics","25","3","","782","796","14","0","10.2166/hydro.2023.131","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163799927&doi=10.2166%2fhydro.2023.131&partnerID=40&md5=501bacdaf765bc82db83991ad73f65d0","IWA Publishing","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85163799927"
"Zhu Z.; Guan G.; Wang K.","Zhu, Zheli (57211445028); Guan, Guanghua (8943546300); Wang, Kang (55611567000)","57211445028; 8943546300; 55611567000","The multi-point hydraulic control method for advanced controller design of the open canal irrigation systems","2023","Journal of Hydroinformatics","25","2","","258","274","16","0","10.2166/hydro.2023.086","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85158094849&doi=10.2166%2fhydro.2023.086&partnerID=40&md5=a6d2dc579cd3a6fe5c5e747846f66356","IWA Publishing","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85158094849"
"Yadav R.; Yadav S.M.","Yadav, Rashmi (58237606900); Yadav, Sanjaykumar M. (57195072403)","58237606900; 57195072403","Evaluation of parametric postprocessing of ensemble precipitation forecasts of the NCMRWF for the Vishwamitri River Basin","2023","Journal of Hydroinformatics","25","2","","349","368","19","0","10.2166/hydro.2023.113","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85158097395&doi=10.2166%2fhydro.2023.113&partnerID=40&md5=491e1def78cbba0a1811e4d57761b682","IWA Publishing","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85158097395"
"de Sousa M.M.; de Oliveira A.K.B.; Rezende O.M.; de Magalhães P.M.C.; Pitzer Jacob A.C.; de Magalhães P.C.; Miguez M.G.","de Sousa, Matheus Martins (56810632100); de Oliveira, Antonio Krishnamurti Beleño (57210265458); Rezende, Osvaldo Moura (55351316600); de Magalhães, Paula Morais Canedo (58460199700); Pitzer Jacob, Ana Caroline (57209507255); de Magalhães, Paulo Canedo (26643800100); Miguez, Marcelo Gomes (22234675000)","56810632100; 57210265458; 55351316600; 58460199700; 57209507255; 26643800100; 22234675000","Highlighting the role of the model user and physical interpretation in urban flooding simulation","2022","Journal of Hydroinformatics","24","5","","976","991","15","2","10.2166/hydro.2022.174","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141801873&doi=10.2166%2fhydro.2022.174&partnerID=40&md5=4cd425912bf5d91668ec9d6ca517e9fd","IWA Publishing","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85141801873"
"Jeong M.; Kim D.-H.","Jeong, Minyeob (57223127656); Kim, Dae-Hong (55624468374)","57223127656; 55624468374","Instantaneous physical rainfall–runoff prediction technique using a power–law relationship between time to peak and peak flow of an instantaneous unit hydrograph and the rainfall excess intensity","2023","Journal of Hydroinformatics","25","2","","415","431","16","1","10.2166/hydro.2023.128","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85158138981&doi=10.2166%2fhydro.2023.128&partnerID=40&md5=8b61bb39e9a7c171bab7eb40ca439300","IWA Publishing","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85158138981"
"Liu G.; Savic D.; Fu G.","Liu, Guoxuan (58480527800); Savic, Dragan (35580202000); Fu, Guangtao (55499297600)","58480527800; 35580202000; 55499297600","Short-term water demand forecasting using data-centric machine learning approaches","2023","Journal of Hydroinformatics","25","3","","895","911","16","0","10.2166/hydro.2023.163","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164336025&doi=10.2166%2fhydro.2023.163&partnerID=40&md5=4326fdddeb158d15ad5b304dfba1b44d","IWA Publishing","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85164336025"
"Chen J.; Liu D.","Chen, Junjie (57210923022); Liu, Donghai (36079173800)","57210923022; 36079173800","Using computer vision to monitor ice conditions in water supply infrastructure: a study of salient image features","2023","Journal of Hydroinformatics","25","4","","1139","1152","13","0","10.2166/hydro.2023.120","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168001336&doi=10.2166%2fhydro.2023.120&partnerID=40&md5=3bec372382eab0dade23640b4555df41","IWA Publishing","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85168001336"
"Chew A.W.Z.; Kalfarisi R.; Meng X.; Pok J.; Wu Z.Y.; Cai J.","Chew, Alvin Wei Ze (57257244800); Kalfarisi, Rony (57215535359); Meng, Xue (57555297300); Pok, Jocelyn (57554584600); Wu, Zheng Yi (26031765900); Cai, Jianping (57554835300)","57257244800; 57215535359; 57555297300; 57554584600; 26031765900; 57554835300","Acoustic feature-based leakage event detection in near real-time for large-scale water distribution networks","2023","Journal of Hydroinformatics","25","2","","526","551","25","1","10.2166/hydro.2023.192","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85158170400&doi=10.2166%2fhydro.2023.192&partnerID=40&md5=cd6ff2487a260c87aed7b9870cffe83f","IWA Publishing","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85158170400"
"Gharehbaghi A.; Ghasemlounia R.; Afaridegan E.; Haghiabi A.; Mandala V.; Azamathulla H.M.; Parsaie A.","Gharehbaghi, Amin (55557166800); Ghasemlounia, Redvan (57226153112); Afaridegan, Ehsan (57223192479); Haghiabi, AmirHamzeh (25622426600); Mandala, Vishwanadham (58116596100); Azamathulla, Hazi Mohammad (57220742546); Parsaie, Abbas (56479148100)","55557166800; 57226153112; 57223192479; 25622426600; 58116596100; 57220742546; 56479148100","A comparison of artificial intelligence approaches in predicting discharge coefficient of streamlined weirs","2023","Journal of Hydroinformatics","25","4","","1513","1530","17","1","10.2166/hydro.2023.063","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162927564&doi=10.2166%2fhydro.2023.063&partnerID=40&md5=bb4457e4a616e913c6ea5c139ea86232","IWA Publishing","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85162927564"
"Simic V.; Stojkovic M.; Milivojevic N.; Bacanin N.","Simic, Visnja (57210568773); Stojkovic, Milan (56276493100); Milivojevic, Nikola (57172672700); Bacanin, Nikola (58238094000)","57210568773; 56276493100; 57172672700; 58238094000","Assessing water resources systems’ dynamic resilience under hazardous events via a genetic fuzzy rule-based system","2023","Journal of Hydroinformatics","25","2","","318","331","13","0","10.2166/hydro.2023.101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85158153348&doi=10.2166%2fhydro.2023.101&partnerID=40&md5=2870a5675f86135dc16cca1502d9c91d","IWA Publishing","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85158153348"
"Bhusal A.; Kalra A.; Shin S.","Bhusal, Amrit (57778554900); Kalra, Ajay (23569389700); Shin, Sangmin (55257458200)","57778554900; 23569389700; 55257458200","Resilience effect of decentralized detention system to extreme flooding events","2023","Journal of Hydroinformatics","25","3","971","","","","0","10.2166/hydro.2023.176","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163869155&doi=10.2166%2fhydro.2023.176&partnerID=40&md5=f71c47fba201f76fdaeb8fdafd6bd723","IWA Publishing","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85163869155"
"Enriquez L.; González L.; Saldarriaga J.G.","Enriquez, Laura (57772570600); González, Laura (57772753300); Saldarriaga, Juan G. (23092053200)","57772570600; 57772753300; 23092053200","Application of black-box models based on artificial intelligence for the prediction of chlorine and TTHMs in the trunk network of Bogotá, Colombia","2023","Journal of Hydroinformatics","25","4","","1396","1412","16","0","10.2166/hydro.2023.028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168369379&doi=10.2166%2fhydro.2023.028&partnerID=40&md5=fcbcd8191f02e60fe2243fc361e3b351","IWA Publishing","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85168369379"
"Mazaev G.; Weyns M.; Moens P.; Haest P.J.; Vancoillie F.; Vaes G.; Debaenst J.; Waroux A.; Marlein K.; Ongenae F.; Van Hoecke S.","Mazaev, Ganjour (58101981800); Weyns, Michael (57219027977); Moens, Pieter (57215091723); Haest, Pieter Jan (23473392000); Vancoillie, Filip (58101455400); Vaes, Guido (7004660475); Debaenst, Joeri (58420362600); Waroux, Aagje (58419018400); Marlein, Kris (58419701600); Ongenae, Femke (24829779200); Van Hoecke, Sofie (8576234000)","58101981800; 57219027977; 57215091723; 23473392000; 58101455400; 7004660475; 58420362600; 58419018400; 58419701600; 24829779200; 8576234000","A microservice architecture for leak localization in water distribution networks using hybrid AI","2023","Journal of Hydroinformatics","25","3","","851","866","15","0","10.2166/hydro.2023.147","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163804376&doi=10.2166%2fhydro.2023.147&partnerID=40&md5=4e1e823fd0431e0b97d72501392edecb","IWA Publishing","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85163804376"
"Pranjal P.; Chatterjee R.S.; Kumar D.; Dwivedi S.; Jally S.K.; Kumar B.","Pranjal, Pranshu (57211991133); Chatterjee, R.S. (57211317449); Kumar, D. (57212687762); Dwivedi, S. (36436932400); Jally, Sujit K. (56910175600); Kumar, Bipin (57210548537)","57211991133; 57211317449; 57212687762; 36436932400; 56910175600; 57210548537","Satellite gravity observation and hydrological modelling-based integrated groundwater storage change in Northwestern India","2023","Journal of Hydroinformatics","25","2","","226","242","16","0","10.2166/hydro.2023.072","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85158128892&doi=10.2166%2fhydro.2023.072&partnerID=40&md5=c91a53c988a51d73cada76efbef2d3e2","IWA Publishing","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85158128892"
"Shoarinezhad V.; Wieprecht S.; Kantoush S.A.; Haun S.","Shoarinezhad, Vahid (57216936489); Wieprecht, Silke (8619910200); Kantoush, Sameh Ahmed (6504783297); Haun, Stefan (49661331400)","57216936489; 8619910200; 6504783297; 49661331400","Applying optimization methods for automatic calibration of 3D morphodynamic numerical models of shallow reservoirs: comparison between lozenge- and hexagon-shaped reservoirs","2023","Journal of Hydroinformatics","25","1","","85","100","15","0","10.2166/hydro.2022.094","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149258740&doi=10.2166%2fhydro.2022.094&partnerID=40&md5=de98e02a190ee9d31afd0a2a14c5d0cb","IWA Publishing","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85149258740"
