Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"McDonough, K.R., Hutchinson, S.L., Liang, J., Hefley, T., Hutchinson, J.M.S.",56940250200;57219247187;57218259634;54789679200;57202846781;,Spatial Configurations of Land Cover Influence Flood Regulation Ecosystem Services,2020,Journal of Water Resources Planning and Management,146,11,4020082,,,,5,10.1061/(ASCE)WR.1943-5452.0001294,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092625726&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001294&partnerID=40&md5=5c8edefb2e3c2e62188ff16e5985a92f,Article,Final,,Scopus,2-s2.0-85092625726
"Tanyimboh, T.T., Gupta, R., Sayyed, M.A.H.A., Rathi, S.",6603247597;16144007800;56521532100;56646071300;,"Discussion of ""deficiency of Reliability Indicators in Water Distribution Networks"" by H. Monsef, M. Naghashzadegan, R. Farmani, and A. Jamali",2020,Journal of Water Resources Planning and Management,146,11,7020003,,,,1,10.1061/(ASCE)WR.1943-5452.0001295,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092612787&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001295&partnerID=40&md5=789c224c31ab5a73c3e3fbd3f4d08f2a,Note,Final,,Scopus,2-s2.0-85092612787
"Shen, J.-J., Shen, Q.-Q., Cheng, C.-T., Zhang, X.-F., Wang, J.",45261490200;57204646771;7404796475;57202216763;57728303400;,Large-Scale Unit Commitment for Cascaded Hydropower Plants with Hydraulic Coupling and Head-Sensitive Forbidden Zones: Case of the Xiluodu and Xiangjiaba Hydropower System,2020,Journal of Water Resources Planning and Management,146,11,5020023,,,,10,10.1061/(ASCE)WR.1943-5452.0001292,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091476518&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001292&partnerID=40&md5=d6b5e3d5f07a47a9700e330f45908f60,Article,Final,,Scopus,2-s2.0-85091476518
"Cheng, W., Chen, Y., Xu, G.",8950053800;57219032909;57199046616;,Optimizing Sensor Placement and Quantity for Pipe Burst Detection in a Water Distribution Network,2020,Journal of Water Resources Planning and Management,146,11,1298,,,,9,10.1061/(ASCE)WR.1943-5452.0001298,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091111629&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001298&partnerID=40&md5=856b81e9e5c2ad7177d07496e0192a24,Article,Final,,Scopus,2-s2.0-85091111629
"Hooshmand, F., Amerehi, F., Mirhassani, S.A.",56956965200;57211711973;8599890500;,Risk-based models for optimal sensor location problems in water networks,2020,Journal of Water Resources Planning and Management,146,11,4020086,,,,7,10.1061/(ASCE)WR.1943-5452.0001293,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090937114&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001293&partnerID=40&md5=5c8baab55666282b6254bcc4e599144f,Article,Final,,Scopus,2-s2.0-85090937114
"Santopietro, S., Gargano, R., Granata, F., De Marinis, G.",57192178639;14048345300;36801761600;14047924100;,Generation of Water Demand Time Series through Spline Curves,2020,Journal of Water Resources Planning and Management,146,11,4020080,,,,3,10.1061/(ASCE)WR.1943-5452.0001282,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090293780&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001282&partnerID=40&md5=03289f06aadb57fa04f6722f61888961,Article,Final,,Scopus,2-s2.0-85090293780
"Hajgató, G., Paál, G., Gyires-Tóth, B.",57208811412;14058493700;57202306607;,Deep Reinforcement Learning for Real-Time Optimization of Pumps in Water Distribution Systems,2020,Journal of Water Resources Planning and Management,146,11,4020079,,,,12,10.1061/(ASCE)WR.1943-5452.0001287,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090279699&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001287&partnerID=40&md5=b6107db770a178adb3b0a18ab602c384,Article,Final,"All Open Access, Green",Scopus,2-s2.0-85090279699
"Weisskoff, R., Sukop, M.C., Nguyen, H., Glodzik, K.",7005815464;6602473067;57221012953;57195722221;,Forecasting Water Demands in South Florida in the Context of Everglades Restoration: Retrospective,2020,Journal of Water Resources Planning and Management,146,11,4020081,,,,2,10.1061/(ASCE)WR.1943-5452.0001213,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090140889&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001213&partnerID=40&md5=02cc85648ff85a33aeced40547a5e19b,Article,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85090140889
"Medeiros De Saboia, M.A., De Assis De Souza Filho, F., Helfer, F., Rolim, L.Z.R.",57218708113;56157572900;21742373100;57218262645;,Robust Strategy for Assessing the Costs of Urban Drainage System Designs under Climate Change Scenarios,2020,Journal of Water Resources Planning and Management,146,11,5020022,,,,4,10.1061/(ASCE)WR.1943-5452.0001281,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090115457&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001281&partnerID=40&md5=12a04ba610e0f8284b188bc354ab2efa,Article,Final,,Scopus,2-s2.0-85090115457
"Elsayed, H., Djordjević, S., Savić, D.A., Tsoukalas, I., Makropoulos, C.",55921949300;54945287200;35580202000;56400687400;55953606300;,The Nile Water-Food-Energy Nexus under Uncertainty: Impacts of the Grand Ethiopian Renaissance Dam,2020,Journal of Water Resources Planning and Management,146,11,4020085,,,,17,10.1061/(ASCE)WR.1943-5452.0001285,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087913314&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001285&partnerID=40&md5=acdc826643d60446764239896bc5dc07,Article,Final,,Scopus,2-s2.0-85087913314
"Paudel, R., Van Lent, T., Naja, G.M., Khare, Y., Wiederholt, R., Davis Iii, S.E.",36238366500;7801659533;57203878441;55352255800;35932676600;57211002976;,Assessing the Hydrologic Response of Key Restoration Components to Everglades Ecosystem,2020,Journal of Water Resources Planning and Management,146,11,4020084,,,,6,10.1061/(ASCE)WR.1943-5452.0001283,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087402534&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001283&partnerID=40&md5=9117481aff342531465985303df4a351,Article,Final,,Scopus,2-s2.0-85087402534
"Wang, X., Lin, J., Ghidaoui, M.S.",55873101700;57205720677;6701589992;,Usage and Effect of Multiple Transient Tests for Pipeline Leak Detection,2020,Journal of Water Resources Planning and Management,146,11,6020011,,,,26,10.1061/(ASCE)WR.1943-5452.0001284,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082846303&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001284&partnerID=40&md5=314f61aaaefaa539aa1629ffa7ee41e7,Article,Final,,Scopus,2-s2.0-85082846303
"Stephens, M., Gong, J., Zhang, C., Marchi, A., Dix, L., Lambert, M.F.",8706283400;55355613100;57200443426;35307313800;57219557503;24923543300;,Leak-Before-Break Main Failure Prevention for Water Distribution Pipes Using Acoustic Smart Water Technologies: Case Study in Adelaide,2020,Journal of Water Resources Planning and Management,146,10,5020020,,,,31,10.1061/(ASCE)WR.1943-5452.0001266,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094174914&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001266&partnerID=40&md5=76bf38f25e659e62d15758443ea40783,Article,Final,,Scopus,2-s2.0-85094174914
"Yan, Z., Liao, S., Cheng, C., Zhou, L., Chen, F.",57218657619;12782177400;7404796475;57200191664;56709055700;,Long-Term Optimization of Large-Scale Hydropower System Operations Based on Decomposition-Coordination,2020,Journal of Water Resources Planning and Management,146,10,4020078,,,,2,10.1061/(ASCE)WR.1943-5452.0001288,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089952270&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001288&partnerID=40&md5=23969cbfadb423ab99911492cd7be8f7,Article,Final,,Scopus,2-s2.0-85089952270
"Tullos, D., Walter, C., Vache, K.",13806092900;36337431400;57203474188;,"Reservoir Operational Performance Subject to Climate and Management Changes in the Willamette River Basin, Oregon",2020,Journal of Water Resources Planning and Management,146,10,5020021,,,,3,10.1061/(ASCE)WR.1943-5452.0001280,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089935364&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001280&partnerID=40&md5=da83397a102384861c99f9599f1e48e0,Article,Final,,Scopus,2-s2.0-85089935364
"Kley-Holsteg, J., Ziel, F.",57218228663;56449069200;,Probabilistic Multi-Step-Ahead Short-Term Water Demand Forecasting with Lasso,2020,Journal of Water Resources Planning and Management,146,10,4020077,,,,3,10.1061/(ASCE)WR.1943-5452.0001268,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088372263&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001268&partnerID=40&md5=79b6803d14d1fa51bd846240fffe2881,Article,Final,"All Open Access, Green",Scopus,2-s2.0-85088372263
"Chowdhury, A.F.M.K., Dang, T.D., Bagchi, A., Galelli, S.",57189703417;57190305881;36179403500;33567777500;,Expected Benefits of Laos' Hydropower Development Curbed by Hydroclimatic Variability and Limited Transmission Capacity: Opportunities to Reform,2020,Journal of Water Resources Planning and Management,146,10,5020019,,,,18,10.1061/(ASCE)WR.1943-5452.0001279,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086801959&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001279&partnerID=40&md5=478d3b44c4ad11652461e7b893771f75,Article,Final,,Scopus,2-s2.0-85086801959
"Waldron, A., Pecci, F., Stoianov, I.",57219330749;56825733100;23971798600;,Regularization of an Inverse Problem for Parameter Estimation in Water Distribution Networks,2020,Journal of Water Resources Planning and Management,146,9,4020076,,,,10,10.1061/(ASCE)WR.1943-5452.0001273,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092215507&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001273&partnerID=40&md5=4957e0e90bac232db60a5caf0d48ccc5,Article,Final,"All Open Access, Green",Scopus,2-s2.0-85092215507
"Ding, W., Liu, H., Li, Y., Shang, H., Zhang, C., Fu, G.",56701589000;44261289100;36570524800;37075652000;55862061100;55499297600;,Unraveling the Effects of Long-Distance Water Transfer for Ecological Recharge,2020,Journal of Water Resources Planning and Management,146,9,2520004,,,,8,10.1061/(ASCE)WR.1943-5452.0001272,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090999084&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001272&partnerID=40&md5=69f3c5f2a7f1618e2823e4d9c95812e5,Review,Final,,Scopus,2-s2.0-85090999084
"Mu, L., Zheng, F., Tao, R., Zhang, Q., Kapelan, Z.",57219001918;57204893325;57204893892;55649831800;8273940200;,Hourly and Daily Urban Water Demand Predictions Using a Long Short-Term Memory Based Model,2020,Journal of Water Resources Planning and Management,146,9,5020017,,,,34,10.1061/(ASCE)WR.1943-5452.0001276,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089663518&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001276&partnerID=40&md5=39df0fdcf46b0cc37bb9b7e924363dfd,Article,Final,"All Open Access, Green",Scopus,2-s2.0-85089663518
"Martínez García, D., Lee, J., Keck, J., Kooy, J., Yang, P., Wilfley, B.",57218582128;11540040500;56954581800;57218588465;57194658206;57218582002;,Pressure-Based Analysis of Water Main Failures in California,2020,Journal of Water Resources Planning and Management,146,9,5020016,,,,9,10.1061/(ASCE)WR.1943-5452.0001255,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089652182&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001255&partnerID=40&md5=45ed5c27a031431e4763c23331601ea3,Article,Final,,Scopus,2-s2.0-85089652182
"Meyer, E.S., Sheer, D.P., Rush, P.V., Vogel, R.M., Billian, H.E.",57056955200;7005992604;36553215500;7201707877;56974522600;,Need for Process Based Empirical Models for Water Quality Management: Salinity Management in the Delaware River Basin,2020,Journal of Water Resources Planning and Management,146,9,5020018,,,,3,10.1061/(ASCE)WR.1943-5452.0001260,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088124900&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001260&partnerID=40&md5=89af693d3c7b55f8ee0a8948bed54e06,Article,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85088124900
"Khan, H.F., Yang, Y.C.E., Wi, S.",57193502206;54785392800;56465578500;,Case Study on Hydropolitics in Afghanistan and Pakistan: Energy and Water Impacts of Kunar River Development,2020,Journal of Water Resources Planning and Management,146,9,5020015,,,,5,10.1061/(ASCE)WR.1943-5452.0001262,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087921497&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001262&partnerID=40&md5=6ab04834209a859a9418dfef8a913fab,Article,Final,,Scopus,2-s2.0-85087921497
"Zhou, L., Zhou, L., Cheng, C., Cheng, C., Liao, S., Wang, J.",57200191664;57200191664;7404796475;7404796475;12782177400;57728303400;,Multiobjective Scheduling Method for Short-Term Peak Shaving Operation of Cascade Hydro Plants,2020,Journal of Water Resources Planning and Management,146,9,4020073,,,,11,10.1061/(ASCE)WR.1943-5452.0001274,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087514142&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001274&partnerID=40&md5=783737dbdc279485746445a876cd8490,Article,Final,,Scopus,2-s2.0-85087514142
"Li, F.-F., Liu, C.-M., Wu, Z.-G., Qiu, J., Qiu, J.",43261228000;57209217962;57213145281;56422957100;56422957100;,Balancing Ecological Requirements and Power Generation in Reservoir Operation in Fish Spawning Seasons,2020,Journal of Water Resources Planning and Management,146,9,4020074,,,,4,10.1061/(ASCE)WR.1943-5452.0001277,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087509144&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001277&partnerID=40&md5=1274b97c5fa14f40b6061bcef4e103aa,Article,Final,,Scopus,2-s2.0-85087509144
"Deng, J., Li, Y., Xu, B., Ding, W., Zhou, H., Schmidt, A.",56701466400;36570524800;57194513328;56701589000;7404742641;55537979200;,Ecological Optimal Operation of Hydropower Stations to Maximize Total Phosphorus Export,2020,Journal of Water Resources Planning and Management,146,9,4020075,,,,7,10.1061/(ASCE)WR.1943-5452.0001275,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087179133&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001275&partnerID=40&md5=a52db1c303ab8698ed046aba6e6f343c,Article,Final,,Scopus,2-s2.0-85087179133
"Polemio, M., Zuffianò, L.E.",6701625608;50562601700;,Review of Utilization Management of Groundwater at Risk of Salinization,2020,Journal of Water Resources Planning and Management,146,9,3120002,,,,15,10.1061/(ASCE)WR.1943-5452.0001278,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087143227&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001278&partnerID=40&md5=0827a84f51d873b05bc3616f5e3bf146,Review,Final,,Scopus,2-s2.0-85087143227
"Li, Y., Kinzelbach, W.",57216684725;57201570335;,Resolving Conflicts between Irrigation Agriculture and Ecohydrology Using Many-Objective Robust Decision Making,2020,Journal of Water Resources Planning and Management,146,9,5020014,,,,9,10.1061/(ASCE)WR.1943-5452.0001261,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086883104&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001261&partnerID=40&md5=625e041717d771281314c478ad38c2f7,Article,Final,,Scopus,2-s2.0-85086883104
"Fry, L.M., Fry, L.M., Apps, D., Gronewold, A.D., Gronewold, A.D.",24376259800;24376259800;56880051200;24178079300;24178079300;,Operational Seasonal Water Supply and Water Level Forecasting for the Laurentian Great Lakes,2020,Journal of Water Resources Planning and Management,146,9,4020072,,,,13,10.1061/(ASCE)WR.1943-5452.0001214,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086871337&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001214&partnerID=40&md5=3748517478438eb01330ff34ba1ab5f4,Article,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85086871337
"Paez, D., Filion, Y., Castro-Gama, M., Quintiliani, C., Santopietro, S., Sweetapple, C., Meng, F., Farmani, R., Fu, G., Butler, D., Zhang, Q., Zheng, F., Diao, K., Ulanicki, B., Huang, Y., Deuerlein, J., Gilbert, D., Abraham, E., Piller, O., Bałut, A., Brodziak, R., Bylka, J., Zakrzewski, P., Li, Y., Gao, J., Jian, C., Ou, C., Hu, S., Sophocleous, S., Nikoloudi, E., Mahmoud, H., Woodward, K., Romano, M., Santonastaso, G.F., Creaco, E., Di Nardo, A., Di Natale, M., Bibok, A., Salcedo, C., Aguilar, A., Cuero, P., González, S., Muñoz, S., Pérez, J., Posada, A., Robles, J., Vargas, K., Franchini, M., Galelli, S., Kim, J.H., Iglesias-Rey, P., Kapelan, Z., Saldarriaga, J., Savic, D., Walski, T.",55837204200;6603123029;56083465500;56826126600;57192178639;55765221800;57189492952;8585125300;55499297600;55603464200;55649831800;57204893325;35223166800;6602135774;55650708200;23972116900;56260232300;57254673500;23091947000;46061185700;56111852300;56922242600;57188814141;57212459963;8895826300;57196018274;57218949943;57218957320;56825913200;57218461643;57194159444;55190875000;55837776700;55336890100;56037591400;7004537402;7006960625;57216915919;56521293300;57218956862;55837364900;57206419105;57218953163;57207052761;57218953884;57202606145;57209305152;7103375106;33567777500;35100406500;15220062200;8273940200;23092053200;35580202000;35270422800;,Battle of Postdisaster Response and Restoration,2020,Journal of Water Resources Planning and Management,146,8,4020067,,,,14,10.1061/(ASCE)WR.1943-5452.0001239,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090909434&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001239&partnerID=40&md5=dda41d7d486302bea7d64bad816a0972,Article,Final,"All Open Access, Green",Scopus,2-s2.0-85090909434
"Li, F.-F., Wu, Z.-G., Wei, J.-H., Qiu, J.",43261228000;57213145281;7403084699;56422957100;,"Long-Term Equilibrium Operational Plan for Hydro-PV Hybrid Power System Considering Benefits, Stability, and Tolerance",2020,Journal of Water Resources Planning and Management,146,8,5020012,,,,7,10.1061/(ASCE)WR.1943-5452.0001248,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089526194&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001248&partnerID=40&md5=1415ea9adc5549b0ecbb0cfef8b12f56,Article,Final,,Scopus,2-s2.0-85089526194
"Liu, J., Lansey, K.E.",57192427307;7006358548;,Multiphase DMA Design Methodology Based on Graph Theory and Many-Objective Optimization,2020,Journal of Water Resources Planning and Management,146,8,4020068,,,,16,10.1061/(ASCE)WR.1943-5452.0001267,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089524624&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001267&partnerID=40&md5=340bd3bfdddc34d181c9d9653202f886,Article,Final,,Scopus,2-s2.0-85089524624
"McBean, E.A., Huang, J.",7006399320;57347426100;,Water Security Implications in the 21st Century for Coastal Cities: The Imperative Need for Action,2020,Journal of Water Resources Planning and Management,146,8,2520003,,,,3,10.1061/(ASCE)WR.1943-5452.0001264,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087114184&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001264&partnerID=40&md5=cecba073bb1176c62047cafac26511f0,Article,Final,,Scopus,2-s2.0-85087114184
"Fiorillo, D., Galuppini, G., Creaco, E., De Paola, F., Giugni, M.",56028149900;57201408796;56037591400;6601993392;6602833850;,Identification of Influential User Locations for Smart Meter Installation to Reconstruct the Urban Demand Pattern,2020,Journal of Water Resources Planning and Management,146,8,4020070,,,,11,10.1061/(ASCE)WR.1943-5452.0001269,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087000913&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001269&partnerID=40&md5=1f275502da97417bb25e36cb467097ee,Article,Final,,Scopus,2-s2.0-85087000913
"Berglund, E.Z., Pesantez, J.E., Rasekh, A., Shafiee, M.E., Sela, L., Haxton, T.",56394090200;57209307038;26040962000;36188902500;57201085040;35114938800;,Review of Modeling Methodologies for Managing Water Distribution Security,2020,Journal of Water Resources Planning and Management,146,8,3120001,,,,24,10.1061/(ASCE)WR.1943-5452.0001265,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086987640&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001265&partnerID=40&md5=9dc1469953ff9a1baf1df279818e5544,Review,Final,"All Open Access, Green",Scopus,2-s2.0-85086987640
"Goel, M.K., Jain, S.K., Rani, D., Subrahmanyam, G.V., Visweswararao, M.",7101731265;29767443800;57850390100;57217235717;57194241047;,Developing Operation Procedures for Individual Reservoirs in a Large Multistate River Basin in Context of Tribunal Awards,2020,Journal of Water Resources Planning and Management,146,8,5020013,,,,3,10.1061/(ASCE)WR.1943-5452.0001253,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086833191&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001253&partnerID=40&md5=f28dca01790e760a459bf84929277c4f,Article,Final,,Scopus,2-s2.0-85086833191
"Alqahtani, A., Sale, T.",57217210861;7007113188;,Optimizing Aquifer Storage and Recovery Wellfield Operations to Minimize Energy Consumption,2020,Journal of Water Resources Planning and Management,146,8,4020069,,,,3,10.1061/(ASCE)WR.1943-5452.0001263,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086765243&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001263&partnerID=40&md5=e8fad47fa485b2c42acb6fe7f30df2f1,Article,Final,,Scopus,2-s2.0-85086765243
"Mohan, S., Abhijith, G.R.",7202613888;57205879870;,Hydraulic Analysis of Intermittent Water-Distribution Networks Considering Partial-Flow Regimes,2020,Journal of Water Resources Planning and Management,146,8,4020071,,,,9,10.1061/(ASCE)WR.1943-5452.0001246,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086720861&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001246&partnerID=40&md5=ce5660d94d64097b0f985638669c62d5,Article,Final,,Scopus,2-s2.0-85086720861
"Gibson, J., Karney, B., Guo, Y.",56662305900;7004449407;55712459700;,"Effects of Relaxed Minimum Pipe Diameters on Fire Flow, Cost, and Water Quality Indicators in Drinking Water Distribution Networks",2020,Journal of Water Resources Planning and Management,146,8,4020059,,,,5,10.1061/(ASCE)WR.1943-5452.0001251,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086501021&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001251&partnerID=40&md5=a61678a04ed7da36abf5e19d3b038971,Article,Final,,Scopus,2-s2.0-85086501021
"Walski, T.",35270422800;,"Discussion of ""graph-Theoretic Surrogate Measure to Analyze Reliability of Water Distribution System Using Bayesian Belief Network-Based Data Fusion Technique"" by Ngandu Balekelayi and Solomon Tesfamariam",2020,Journal of Water Resources Planning and Management,146,8,7020001,,,,3,10.1061/(ASCE)WR.1943-5452.0001270,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085875171&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001270&partnerID=40&md5=3a65974e0b5b872a550bc2fa46cfe5fb,Note,Final,,Scopus,2-s2.0-85085875171
"Balekelayi, N., Tesfamariam, S.",57208867795;8264664200;,"Closure to ""graph-Theoretic Surrogate Measure to Analyze Reliability of Water Distribution System Using Bayesian Belief Network-Based Data Fusion Technique"" by Ngandu Balekelayi and Solomon Tesfamariam",2020,Journal of Water Resources Planning and Management,146,8,7020002,,,,,10.1061/(ASCE)WR.1943-5452.0001271,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085873253&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001271&partnerID=40&md5=74632fdeb30b57478ef579b5303c6568,Note,Final,,Scopus,2-s2.0-85085873253
"Avvedimento, S., Todeschini, S., Giudicianni, C., Di Nardo, A., Walski, T., Creaco, E.",57217024795;37065449800;7801362336;7004537402;35270422800;56037591400;,Modulating Nodal Outflows to Guarantee Sufficient Disinfectant Residuals in Water Distribution Networks,2020,Journal of Water Resources Planning and Management,146,8,4020066,,,,15,10.1061/(ASCE)WR.1943-5452.0001254,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085843707&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001254&partnerID=40&md5=d4806f1f615d4fb50a94016f73c444a6,Article,Final,,Scopus,2-s2.0-85085843707
"Grubert, E., Rogers, E., Sanders, K.T.",43261213300;57217025149;55375676000;,Consistent Terminology and Reporting Are Needed to Describe Water Quantity Use,2020,Journal of Water Resources Planning and Management,146,8,4020064,,,,9,10.1061/(ASCE)WR.1943-5452.0001241,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085842597&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001241&partnerID=40&md5=5040bfabb55889b6cbe9638aa9749244,Article,Final,,Scopus,2-s2.0-85085842597
"Diáz, S., González, J.",57188870707;57193352394;,Analytical Stochastic Microcomponent Modeling Approach to Assess Network Spatial Scale Effects in Water Supply Systems,2020,Journal of Water Resources Planning and Management,146,8,4020065,,,,5,10.1061/(ASCE)WR.1943-5452.0001237,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085840504&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001237&partnerID=40&md5=1cf5b6ff084bf14df6faf9e2c9c48938,Article,Final,"All Open Access, Green",Scopus,2-s2.0-85085840504
"Kadosh, N., Frid, A., Housh, M.",57217007658;36866086200;43261326600;,Detecting cyber-physical attacks in water distribution systems: one-class classifier approach,2020,Journal of Water Resources Planning and Management,146,8,04020060-1,,,,10,10.1061/(ASCE)WR.1943-5452.0001259,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085708464&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001259&partnerID=40&md5=9bd9892f1da71e38edaa7457a97a594e,Article,Final,,Scopus,2-s2.0-85085708464
"Olson, C., Arabi, M., Dell, T., Roesner, L.",35099288000;14520309600;57214451888;7003457046;,Probabilistic Assessment of Extended Detention Basins: Role of Model Parameter Uncertainty,2020,Journal of Water Resources Planning and Management,146,8,4020052,,,,1,10.1061/(ASCE)WR.1943-5452.0001226,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085622160&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001226&partnerID=40&md5=f64ade6495eb23acc623ad86d4de917f,Article,Final,,Scopus,2-s2.0-85085622160
"Warner, L.A., Chaudhary, A.K., Krimsky, L.",56239035400;57211434754;23969296100;,Water Source as a Driver of Landscape Irrigation Conservation Behavior: A Statewide Florida Study,2020,Journal of Water Resources Planning and Management,146,8,4020061,,,,2,10.1061/(ASCE)WR.1943-5452.0001238,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085576851&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001238&partnerID=40&md5=c116d193fe8729702b15ff7e3bf919a1,Article,Final,,Scopus,2-s2.0-85085576851
"Zia, A., Ding, S., Messer, K.D., Miao, H., Suter, J.F., Fooks, J.R., Guilfoos, T., Trandafir, S., Uchida, E., Tsai, Y., Merrill, S., Turnbull, S., Koliba, C.",57223446194;56008858900;10042680100;57189003658;7006458428;55218351600;55841204300;57188994282;8586829500;7402628025;23028387200;57192383887;10040358800;,Characterizing Heterogeneous Behavior of Non-Point-Source Polluters in a Spatial Game under Alternate Sensing and Incentive Designs,2020,Journal of Water Resources Planning and Management,146,8,4020054,,,,3,10.1061/(ASCE)WR.1943-5452.0001242,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085567830&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001242&partnerID=40&md5=3a09c78cfc5ccb71bd53a4ce9129a801,Article,Final,"All Open Access, Green",Scopus,2-s2.0-85085567830
